067e8cf	Sebastian Dimunzio	2016-03-04 15:46:54 -0300	Merge pull request #5 from devgateway/Redux
9f0ec93	Sebastian Dimunzio	2016-03-04 15:46:43 -0300	Merge pull request #4 from devgateway/modeling
1114680	mbertoli	2016-03-04 15:45:55 -0300	Merge branch 'master' into Redux
e331431	Daniel Oliva Bianco	2016-03-04 15:44:05 -0300	Merge branch 'master' into modeling
15dece1	Daniel Oliva Bianco	2016-03-04 15:42:01 -0300	Add sectors endpoint
d71e1b4	Sebastian Dimunzio	2016-03-04 15:40:26 -0300	Merge pull request #3 from devgateway/esri_integration
982c882	mbertoli	2016-03-04 15:39:53 -0300	redux load async filter
bb95199	Daniel Oliva Bianco	2016-03-04 12:14:37 -0300	Refactoring done!
e366534	Daniel Oliva Bianco	2016-03-04 10:08:30 -0300	This code was checked with Sebas via TV :peron:
1c121ef	Sebastian Dimunzio	2016-03-04 00:17:35 -0300	updating some config files
536de5e	Sebastian Dimunzio	2016-03-03 18:33:34 -0300	updating gulp file
e39d1ce	Sebastian Dimunzio	2016-03-03 17:01:42 -0300	3d and 2d views + esri react wrappers
d7ea875	Daniel Oliva Bianco	2016-03-03 15:46:31 -0300	Remove my db pass from property file :v:
2b15d30	Daniel Oliva Bianco	2016-03-03 15:43:57 -0300	move all to a BootMetadata component
852bf17	Daniel Oliva Bianco	2016-03-03 10:52:23 -0300	Add new model
cc90d29	Sebastian Dimunzio	2016-03-03 10:52:08 -0300	a very draft integration of esri
7a961e4	mbertoli	2016-03-02 09:36:10 -0300	redux basic approach
b1a7cdd	Daniel Oliva Bianco	2016-03-02 09:18:32 -0300	Add service module
189272e	Daniel Oliva Bianco	2016-03-02 09:14:50 -0300	Small refactoring
7786729	Daniel Oliva Bianco	2016-03-01 16:46:55 -0300	Add model classes
5ea9bee	mbertoli	2016-03-01 16:20:23 -0300	N/A
c05faf4	Sebastian Dimunzio	2016-03-01 16:04:42 -0300	Merge pull request #2 from devgateway/esri_integration
ef49ad7	Sebastian Dimunzio	2016-03-01 16:03:55 -0300	CSS cleanup
2062cf5	Sebastian Dimunzio	2016-03-01 16:02:47 -0300	Merge branch 'master' into esri_integration
25b21be	Sebastian Dimunzio	2016-03-01 15:56:54 -0300	UI minimal configuration
e4200b8	Sebastian Dimunzio	2016-03-01 15:10:20 -0300	Create README.md
f9eae41	mbertoli	2016-03-01 10:06:03 -0300	Merge pull request #1 from devgateway/UI
8846299	Daniel Oliva Bianco	2016-02-29 16:40:25 -0300	Create a filter controller, service and repository
ff19203	mbertoli	2016-02-29 15:55:05 -0300	cleanup code - partial
6cc1bbc	Sebastian Dimunzio	2016-02-26 19:33:38 -0300	no message
6ea3393	Sebastian Dimunzio	2016-02-26 19:28:04 -0300	Some Initial entity classes
5e1277a	Daniel Oliva Bianco	2016-02-26 18:26:05 -0300	a
92fef0e	Daniel Oliva Bianco	2016-02-26 18:00:58 -0300	delete old files
f6c4cde	Daniel Oliva Bianco	2016-02-26 17:55:47 -0300	Merge branch 'data-modeling' into modeling
0aacdc1	Daniel Oliva Bianco	2016-02-26 17:52:32 -0300	fix properties
35ee0e7	Daniel Oliva Bianco	2016-02-26 17:46:25 -0300	My model
ac58eda	Sebastian Dimunzio	2016-02-26 17:43:39 -0300	initial model project
b0360c6	Daniel Oliva Bianco	2016-02-26 16:12:29 -0300	Change some files in order to get the properties from a config file and having ecache with less memory
2c390f4	Sebastian Dimunzio	2016-02-19 16:59:32 -0300	adding ignore files
e5ca3a2	Sebastian Dimunzio	2016-02-19 16:56:59 -0300	adding ui base code
ab307d5	Sebastian Dimunzio	2016-02-17 16:52:15 -0300	Initial commit
